group,variable,estimate,ci_lower_fixed_membership,ci_upper_fixed_membership,full_sample_estimate,bootstrap_mean,bootstrap_bias,ci_lower_reselected,ci_upper_reselected,finite_replicates,minimum_effective_weight,point_estimate_difference
expanded_only,repeated_grade,0.3201859360859133,0.2726908596928672,0.3733374834521224,0.3201859360859133,0.32082984235088713,0.0006439062649738481,0.2713221006521659,0.37475095708634426,1000,9132.37927,0.0
neither,BELONG,-0.0636481221866916,-0.1102059133891884,-0.012334521577914,-0.06364812218669165,-0.06263328977483935,0.0010148324118522956,-0.10992092134412801,-0.01140101455991384,1000,36008.32492,-5.551115123125783e-17
neither,BULLIED,-0.2508516870413189,-0.2938566176781113,-0.2033595660989769,-0.2508516870413188,-0.2505086688454713,0.0003430181958475331,-0.3006802730807077,-0.19610786269775582,1000,36147.6331,5.551115123125783e-17
neither,ESCS,-0.1352964568184773,-0.2069935430170475,-0.0683261342271416,-0.13529645681847738,-0.13447832127229567,0.0008181355461817086,-0.20572456591209234,-0.06762125322199528,1000,36153.91817,-8.326672684688674e-17
neither,ST016Q01NA,2.891072509724327,2.8278039453234056,2.955407075478696,2.891072509724327,2.893666811911267,0.002594302186940123,2.8260049265472635,2.959121504163184,1000,36436.67278,0.0
neither,TEACHSUP,0.0203092323414696,-0.0554853828268529,0.0933096083395073,0.020309232341469627,0.01737953903225622,-0.0029296933092134055,-0.057464660171791304,0.08933122580201176,1000,35560.23592,2.7755575615628914e-17
neither,any_class_skipping,0.2651872354418395,0.241130544900438,0.2898353938379795,0.26518723544183953,0.2643693836772199,-0.0008178517646196259,0.24032688616470263,0.288862820159375,1000,35870.569410000004,5.551115123125783e-17
neither,any_tardiness,0.3921392427464151,0.3639507040972559,0.4246935294780206,0.39213924274641515,0.393264466016302,0.0011252232698868436,0.3654705518131882,0.42531558874307873,1000,35848.18477000001,5.551115123125783e-17
neither,any_whole_day_skipping,0.2597750841444283,0.2357285632535047,0.2818605073871619,0.25977508414442835,0.2594392722521327,-0.00033581189229564545,0.2342040801785096,0.28220758238522536,1000,35923.89452,5.551115123125783e-17
neither,female,0.6444391514758422,0.6174093510300286,0.670706681239371,0.6444391514758422,0.6442612469604273,-0.00017790451541488395,0.6181006662933224,0.6705379904517512,1000,36436.67278,0.0
neither,immigrant,0.1989302519801064,0.1743848639168742,0.2248877881639077,0.19893025198010647,0.19843979435834297,-0.0004904576217635015,0.1745466024912408,0.22436080838579248,1000,35259.98221,8.326672684688674e-17
neither,repeated_grade,0.190619657092366,0.1680171966903426,0.2162093675057538,0.19061965709236606,0.19109039536147826,0.00047073826911220307,0.16838979818183591,0.21654675348866148,1000,36436.67278,5.551115123125783e-17
routine_only,BELONG,0.3871949801369218,0.1759629959688368,0.6357899371055015,0.3871949801369217,0.37544124324802725,-0.011753736888894473,0.16169423581697737,0.6292937347919163,1000,3167.0346430000036,-5.551115123125783e-17
routine_only,BULLIED,-0.3900546639341309,-0.5765061739862907,-0.2145291242473551,-0.3900546639341309,-0.3825899243162455,0.0074647396178854075,-0.5685154421157858,-0.19810738472720768,1000,3139.6125642782918,0.0
routine_only,ESCS,-0.4015214359995631,-0.5929198093330208,-0.2283141630562805,-0.4015214359995632,-0.4065864848711716,-0.005065048871608413,-0.5962112713055768,-0.22223294478573813,1000,3161.25954,-1.1102230246251565e-16
routine_only,ST016Q01NA,2.618010191293843,2.3976655038639545,2.817321660577593,2.618010191293843,2.6044664797261654,-0.01354371156767753,2.3840169307289223,2.806974900203341,1000,3212.9183000000003,0.0
routine_only,TEACHSUP,-0.054350976650653,-0.2634082932084078,0.1571529653676871,-0.054350976650653,-0.03605912403819039,0.018291852612462606,-0.24322481400060098,0.17183544741425272,1000,3099.8093799999997,0.0
routine_only,any_class_skipping,0.8054693642743702,0.7164868912852707,0.8849010261504531,0.8054693642743702,0.8089612992046782,0.0034919349303079716,0.7156176901217108,0.8890424537584388,1000,2971.28248,0.0
routine_only,any_tardiness,0.9053916402708622,0.856564600008999,0.9489851787801876,0.9053916402708622,0.9022649601974545,-0.0031266800734076616,0.8519178134554081,0.9473434303365404,1000,3073.71254,0.0
routine_only,any_whole_day_skipping,0.916538229947681,0.8749584678492077,0.9550742990116162,0.916538229947681,0.9110487639559702,-0.00548946599171074,0.8582844802034015,0.9541747743175263,1000,2983.76076,0.0
routine_only,female,0.6257081467113857,0.5329134487545992,0.7078148377279456,0.6257081467113857,0.6254169457312946,-0.00029120098009116635,0.5338989198721313,0.7079294271702816,1000,3212.9183000000003,0.0
routine_only,immigrant,0.2287951147340448,0.158168550508638,0.3031299450984257,0.22879511473404485,0.22851329505447068,-0.00028181967957416343,0.15974210630804547,0.30586080912276825,1000,2980.45439,5.551115123125783e-17
routine_only,repeated_grade,0.6477986821895496,0.5647451096131549,0.7220519386061235,0.6477986821895496,0.6477028108200183,-9.587136953126407e-05,0.559879573695553,0.7241463420473361,1000,3171.92439,0.0
